,取引価格（総額）_log
2019,7.495501038641698
2020,7.527892692253422
2021,7.538900202619807
2022,7.531809900318873
2023,7.506585713640385
2024,7.501814269428517
2025,7.418812846652545
2026,6.853398285319156
2027,7.573333910996315
2028,7.500789623756259
2029,7.2998313477651315
2030,7.337450381339252
2031,7.5932775316216405
2032,7.454600241545527
2033,7.5932775316216405
2034,6.892440568395352
2035,7.040434904072768
2036,7.110545768373752
2037,6.847864295340885
2038,6.77057758261123
2039,7.01714904745733
2040,6.835952210580922
2041,6.372791226868382
2042,7.292514626315821
2043,7.140416148664569
2044,6.9147233130364265
2045,7.249756613171467
2046,7.083587606542524
2047,6.956639976213763
2048,6.71367976880395
2049,7.17615093535755
2050,7.214067499232015
2051,7.3885646411564245
2052,7.214678220670532
2053,7.349674713679972
2054,7.404789350642975
2055,6.426655599540673
2056,6.7751880295499936
2057,6.9741567206104875
2058,6.798131891201207
2059,6.990967369925617
2060,6.671881096212811
2061,6.861846848546409
2062,6.612783060837536
2063,6.917033529628857
2064,7.603557195376291
2065,7.529718462919243
2066,7.517687330722133
2067,7.340470068679067
2068,7.363236312524758
2069,7.286904953078966
2070,7.134231255062464
2071,7.363236312524758
2072,7.078867029913354
2073,7.563795319396147
2074,7.501977098155509
2075,7.357611513951129
2076,7.520031682175656
2077,7.548615978929796
2078,7.561647864983858
2079,7.073757052583834
2080,7.539936229844529
2081,7.164290813445486
2082,7.032062199782015
2083,7.331466563277815
2084,7.103990815555825
2085,7.3515417281001465
2086,7.347869127688058
2087,7.344623575993878
2088,7.4262427426261635
2089,7.334882821680335
2090,7.319757312591504
2091,7.368154615573278
2092,7.366830569485503
2093,7.2160637272561505
2094,7.612956653713048
2095,7.340735082882448
2096,7.5385056540508675
2097,7.556160440685375
2098,7.372220621105563
2099,7.3374568859610685
2100,7.424113735536458
2101,7.445984533999738
2102,7.132156807095332
2103,7.3042194339817605
2104,7.412601970148064
2105,7.117004530001995
2106,7.403623265059181
2107,7.702744788013004
2108,6.997731607480283
2109,7.3951507334415965
2110,7.194852011526064
2111,7.388335329351537
2112,7.209327201747926
2113,7.684754092320026
2114,7.485080760583724
2115,7.624067711875656
2116,7.40264070235643
2117,7.4668867492312385
2118,7.531556864155378
2119,7.422609449542568
2120,7.209436214112575
2121,7.3409362473810065
2122,7.512402549702742
2123,7.248167029932365
2124,7.275686031836732
2125,7.076746550848391
2126,7.313858771745723
2127,7.60332325941964
2128,7.495502277755271
2129,7.557438807867622
2130,7.594413116128424
2131,7.485516097313145
2132,7.503305367749364
2133,7.67046932749684
2134,7.28951971116526
2135,6.626288539882639
2136,7.182935242065253
2137,6.586580793998093
2138,6.63171077367017
2139,7.37111960060175
2140,7.050467740861025
2141,6.521505512571642
2142,7.20660731813482
2143,6.6378134578541355
2144,7.334693318057121
2145,6.746819422868562
2146,7.168323338959482
2147,7.22562180497685
2148,7.19949285432864
2149,7.115053749799605
2150,7.012917733610685
2151,7.1145890132644825
2152,7.149528236620731
2153,6.91947753636125
2154,6.952833297564878
2155,7.117431669256182
2156,7.341542413768915
2157,6.952670451189872
2158,7.23784348142698
2159,7.1621730230013805
2160,6.951416939040498
2161,7.161194744943768
2162,6.877610506582119
2163,6.673772143553347
2164,6.406272766272225
2165,7.186507586357284
2166,6.370629637271246
2167,7.286824296121214
2168,7.478767083858233
2169,7.128075599020289
2170,6.652733271087457
2171,6.989881787442671
2172,7.352260156607052
2173,7.015073210712755
2174,6.87519202786374
2175,7.19989635233153
2176,7.390634463511909
2177,7.264242006174518
2178,7.008145064459219
2179,7.253965012462423
2180,7.279585014281528
2181,6.917947260814286
2182,6.7392992267207195
2183,6.893735492215759
2184,7.169415539233602
2185,7.120115968641875
2186,6.860663658580556
2187,7.059280002961782
2188,7.407735874083391
2189,6.88946014321046
2190,6.4503087171925815
2191,6.962058019384002
2192,6.885129031460781
2193,7.0696507920328315
2194,7.33102286850147
2195,6.9537754620805
2196,7.06686470070902
2197,7.369831858336093
2198,7.029700857020675
2199,7.34903068849771
2200,7.455722355177739
2201,7.25583718599195
2202,7.0921495791140945
2203,7.351947893467455
2204,7.115713795278607
2205,7.549592971942658
2206,7.5117885857507485
2207,7.576430698426533
2208,7.479811401716172
2209,7.546537052229041
2210,7.5077707003361756
2211,7.494538727978124
2212,7.481959848069218
2213,7.583167645828214
2214,7.045464062559878
2215,7.2758906733446755
2216,7.1059211351179945
2217,6.90699815911085
2218,7.118589188501339
2219,7.194209521877357
2220,7.222044852963459
2221,7.222044852963459
2222,7.204517554545891
2223,7.422704438327527
2224,7.021948355442277
2225,7.484575073662048
2226,7.552114794598721
2227,7.561164230077594
2228,7.584590606860017
2229,7.656590635189587
2230,7.482005843907007
2231,7.556709728531342
2232,7.54877344032336
2233,7.552278875075269
2234,7.559759537580555
2235,7.106800892205159
2236,6.601866129838868
2237,7.454530923698265
2238,7.41202272014652
2239,6.6716945198890425
2240,7.457529235506164
2241,7.4406594009286895
2242,7.3259480142308115
2243,7.3195360928638795
2244,6.478292251520891
2245,7.532033765504287
2246,7.0595610238871975
2247,6.9884223992237855
2248,7.140941385558921
2249,7.125414213880662
2250,7.224393198752631
2251,7.044359953853534
2252,7.442713361834347
2253,6.888635585444187
2254,6.800616478633459
2255,6.575258825800677
2256,7.150698039757096
2257,6.916197094236765
2258,6.579593333983269
2259,6.80868742581313
2260,6.617440782149389
2261,6.8108070664048475
2262,6.625279246341503
2263,6.349958639637778
2264,6.414933744763407
2265,6.399137804047358
2266,6.273990062832938
2267,6.965767045217266
2268,7.207489187022529
2269,7.30691372763013
2270,6.871087021307193
2271,6.842624555235245
2272,7.055043925017561
2273,7.418976168898904
2274,6.663563127081222
2275,6.762078789779608
2276,6.730156498766682
2277,6.915290278640554
2278,7.182900990373749
2279,6.3649116506538075
2280,6.97290493283532
2281,7.024931600874736
2282,7.176208363805357
2283,6.791260099323261
2284,7.088362172912859
2285,7.382287703876931
2286,7.193379654445358
2287,7.498508944767663
2288,7.486968899166363
2289,7.494716610843977
2290,7.414890742955618
2291,7.307664106253084
2292,7.4929763334246715
2293,7.367936644700542
2294,7.530700405565056
2295,7.360030457748018
2296,7.391174663037547
2297,7.179396078220333
2298,7.23537224044088
2299,7.224275072090659
2300,6.848510615877081
2301,7.3826976768326285
2302,7.219546623588572
2303,7.313116305224271
2304,7.3373179749103405
2305,7.428549790218355
2306,6.878675323389238
2307,6.3722676995167085
2308,6.540650740933727
2309,7.492193035622518
2310,7.41349579380408
2311,7.372460553872521
2312,7.571805504302341
2313,6.997371415109683
2314,7.448360317292801
2315,7.142518222905549
2316,7.168142294953978
2317,7.204646091662501
2318,7.217107708043135
2319,7.327405273148753
2320,7.390566711874376
2321,7.077659169647546
2322,7.4036550001709465
2323,6.980031042649392
2324,7.031940045741141
2325,7.196471831785098
2326,7.300902719540353
2327,6.7142886378688535
2328,6.548895712221562
2329,6.776785726002148
2330,6.7773964534910505
2331,6.849931464914746
2332,7.3890690514705994
2333,7.436117755026236
2334,7.282710461220313
2335,7.500314934162905
2336,6.750456009749078
2337,7.557093935796455
2338,7.055626968401285
2339,7.28689929981016
2340,7.451467894543008
2341,7.55191385438839
2342,7.605926891140387
2343,7.177254446663468
2344,6.514012167964365
2345,6.806499640134491
2346,7.147343721679096
2347,7.436522058983116
2348,7.406547493615199
2349,7.149206716475705
2350,7.4731716559948085
2351,7.373478963709705
2352,7.186163338904677
2353,7.4235202583986215
2354,7.442162080642961
2355,7.412396502859408
2356,6.643907701602078
2357,6.649125726568205
2358,6.887221894812731
2359,7.0770473447197455
2360,7.334728796204488
2361,7.456755244486448
2362,7.2539913879686395
2363,7.093590617655653
2364,7.259248438530164
2365,7.484061754504464
2366,7.395858224033246
2367,7.34622274895446
2368,7.065703880560752
2369,7.391829869850502
2370,7.386575215030891
2371,7.432116763115735
2372,6.845469250380618
2373,6.841326463119031
2374,7.245934806660137
2375,7.2839546208139465
2376,7.378818931531923
2377,6.702642680458095
2378,6.888483039623647
2379,6.736387526056129
2380,7.0951955343104975
2381,6.550105969303944
2382,6.830842238204805
2383,6.621552250584087
2384,7.488619478154267
2385,7.47873567910172
2386,6.484211250260096
2387,6.706205249921612
2388,6.911857550071079
2389,7.282153147549681
2390,7.287231479619088
2391,6.568157350958436
2392,6.539408692148812
2393,6.259284552168486
2394,6.1872211698913535
2395,6.257432914002124
2396,6.179202386025844
2397,6.327801948749146
2398,6.348799923524391
2399,6.286183545016626
2400,7.247878287162994
2401,7.428109598260436
2402,7.264222855637735
2403,7.404919106043486
2404,7.489563994614002
2405,7.331805834490654
2406,7.26748891485078
2407,7.247329372882
2408,6.621008240976465
2409,7.085088596959143
2410,6.480208007031788
2411,7.607327126282443
2412,7.576996335698717
2413,7.416077961347987
2414,7.20793501671215
2415,7.526413377264658
2416,7.592133529785244
2417,7.241916096436891
2418,6.688809549866712
2419,6.959130220046159
2420,6.541859391473156
2421,7.287538626665674
2422,6.37314703550186
2423,7.589846199431307
2424,7.234813987949825
2425,7.1374291015202305
2426,7.543185732815009
2427,7.527218268608225
2428,6.951306492291345
2429,6.646477690519219
2430,7.442797116988978
2431,7.055346515675019
2432,7.045343970581401
2433,7.224746865864411
2434,7.126764838546772
2435,7.41499265678192
2436,7.280800417963412
2437,7.042805099139838
2438,7.155795693625594
2439,6.981961688993322
2440,7.152567004488139
2441,7.190340553082604
2442,7.2574993731960475
2443,7.343193368689434
2444,7.282546894041566
2445,7.271440135184709
2446,7.337971805366912
2447,6.9926957525480775
2448,6.952370130316774
2449,7.296465941399474
2450,7.118625297916025
2451,7.175490147384248
2452,7.070884302340552
2453,7.065854152161773
2454,6.672670838167166
2455,6.672543838358486
2456,6.534505407129623
2457,6.4994696567984755
2458,7.191029166849931
2459,6.591130024737647
2460,6.636752051499792
2461,6.597051720168424
2462,6.820890999370981
2463,6.976977927388445
2464,6.966111251856322
2465,6.531252400218632
2466,7.013674688774904
2467,6.907816014369114
2468,7.0371211443626995
2469,7.06309495394333
2470,6.987767584332985
2471,6.978491884914872
2472,7.304319790010222
2473,7.351979587010751
2474,7.25764880638162
2475,7.25421527697609
2476,7.314411737448726
2477,7.296901744803087
2478,7.484716430861017
2479,7.37205339503364
2480,7.124136964515714
2481,6.918312654401204
2482,6.948046699867984
2483,6.938875041626739
2484,7.470367647287447
2485,6.961673645707136
2486,6.961067890757459
2487,6.933482412326526
2488,6.9413503894452875
2489,7.129894318745495
2490,6.3936811437169245
2491,6.9385870066023685
2492,6.905153863461125
2493,6.501311073224849
2494,6.966802748304745
2495,6.980645247174095
2496,7.167977436271013
2497,6.934617395422928
2498,7.12825981563811
2499,7.168518607266443
2500,6.673111451179392
2501,6.543207606916761
2502,6.863457829578661
2503,6.932359165423792
2504,7.548053400974202
2505,6.8629548824220645
2506,6.977964744368905
2507,7.401588539170993
2508,6.7322246427723735
2509,7.358666453145342
2510,7.61388268300249
2511,7.545781735978797
2512,6.655860866647678
2513,6.963216636140699
2514,6.7167272512942215
2515,6.717390558509157
2516,7.495207709289207
2517,6.698863532951094
2518,7.524821404378301
2519,7.5361297724801455
2520,7.119620004213526
2521,7.569495040815184
2522,7.509755533605156
2523,6.793174202491017
2524,7.365714061846846
2525,6.991840616748538
2526,6.9004638171865
2527,6.886405336741737
2528,7.286239878201696
2529,7.081967038200901
2530,7.232026223272706
2531,7.206207351100783
2532,7.3400312397061045
2533,7.063199688609808
2534,7.531645392771584
2535,7.570202136704316
2536,7.613335826347491
2537,7.058032745168544
2538,6.914586240137031
2539,7.073476894942189
2540,6.9547352654073205
2541,7.169329740733363
2542,7.084262516690394
2543,6.919256717672712
2544,7.461002089383237
2545,6.764767514684542
2546,7.505841919241803
2547,7.550973654241537
2548,7.434129331920864
2549,7.622631285088047
2550,7.156000860878783
2551,7.625096132670541
2552,7.665673114877558
2553,7.717546230427408
2554,7.6523171875660605
2555,7.687322071510965
2556,7.647553308859656
2557,7.5091049298269565
2558,7.367062525039105
2559,7.635930863079549
2560,7.735835112288808
2561,7.378416666801063
2562,7.533013457301952
2563,7.223126009609834
2564,7.259491425751833
2565,7.176609301933381
2566,7.496858555977027
2567,7.561321541685693
2568,7.496842081202998
2569,7.27703197694752
2570,7.506747148653671
2571,7.079836750489103
2572,6.911404286246239
2573,7.072066288520757
2574,7.429000393543305
2575,7.345352646358066
2576,7.546465059365485
2577,7.199585019196699
2578,7.54276194025635
2579,7.082935644512488
2580,7.235527792405195
2581,7.5019515895325695
2582,7.534399907480887
2583,7.449343033602298
2584,7.461621216312096
2585,7.498900693789025
2586,7.489903120299733
2587,6.937556071018576
2588,7.439153970177455
2589,7.344095480243679
2590,7.190627642401596
2591,7.379065161924956
2592,7.360719527731095
2593,7.528095866497948
2594,7.873282280076169
2595,7.064094428299973
2596,6.971572440262689
2597,7.26257590568167
2598,7.5042100297919765
2599,7.172425673940481
2600,7.480489880684239
2601,7.540858708832139
2602,6.9424989648236135
2603,7.149379657350117
2604,7.484304439402273
2605,7.03272150452448
2606,7.323809038709751
2607,7.079660670346777
2608,7.247792959645901
2609,7.514402687952883
2610,7.47234528257094
2611,7.588296884449852
2612,7.562737401272916
2613,7.471555961548827
2614,7.622612808108283
2615,7.68361313475997
2616,6.688481402812834
2617,7.829952599894038
2618,7.321008628781737
2619,7.108164295580883
2620,7.044980406803678
2621,7.21841978887502
2622,7.2326464598038
2623,7.21841978887502
2624,6.5520111517168775
2625,6.537983811734134
2626,7.1623628232511205
2627,6.9358810978112055
2628,7.440973265571988
2629,7.527668591728902
2630,7.206767761943816
2631,7.259933699148972
2632,7.5431357824939065
2633,6.335146527684007
2634,6.296124738026333
2635,6.285433104653754
2636,6.195570255930881
2637,7.47967451926532
2638,7.521336350793438
2639,7.4435135775341985
2640,7.670050047728688
2641,7.6312398725395845
2642,7.717335992857817
2643,7.590543155963509
2644,7.391581846574574
2645,7.756980952534105
2646,7.279343161356023
2647,7.330081295526592
2648,7.563957388930689
2649,7.079306981716093
2650,7.428799485786729
2651,7.406891711564153
2652,7.201661474945055
2653,6.275044334970995
2654,7.494307550357842
2655,7.5115184960995
2656,6.778960072346798
2657,7.2017665436627425
2658,6.693034929196626
2659,7.344746380428129
2660,7.298832319853664
2661,6.399617152458009
2662,7.498359587663522
2663,7.428814634374338
2664,7.611488156356822
2665,6.839019611937916
2666,7.2502382320563346
2667,6.982562966311015
2668,7.020991110658443
2669,7.4469549941235025
2670,6.917921504851152
2671,6.883078695129783
2672,7.158391084361349
2673,7.12705508576802
2674,6.826284757348366
2675,7.134710097958611
2676,7.411196492879112
2677,7.17008033060064
2678,7.209340832731075
2679,7.554277426175017
2680,7.372233028878649
2681,7.141921589849686
2682,7.349290856924445
2683,6.963960699076842
2684,6.932778468247978
2685,7.070810483573818
2686,7.436722428926725
2687,7.5049486126759035
2688,7.128263598500217
2689,7.479195008103123
2690,7.542729516685336
2691,7.47788713733391
2692,7.617313741951962
2693,7.489221797969678
2694,7.200080530359125
2695,7.42546699130024
2696,7.427136835283501
2697,7.341931782622497
2698,7.176982803127858
2699,7.348433814884611
2700,7.739225509218026
2701,7.793931916464997
2702,7.64104288871295
2703,7.534943551945049
2704,7.514658367587644
2705,7.452330901646954
2706,7.322042116564777
2707,7.608336516712599
2708,7.412995082151746
2709,6.605657775894807
2710,7.5493247931952645
2711,7.250159626267062
2712,7.315819675707884
2713,7.2853812654350625
2714,6.917320132545775
2715,6.844995975533586
2716,6.638307437894493
2717,6.619315430913121
2718,6.325085296290955
2719,6.572690237462167
2720,6.690856028690096
2721,7.038236843100325
2722,7.277089916743862
2723,7.233060481512076
2724,7.198619571216787
2725,7.447901635712139
2726,7.405634401130542
2727,7.379700292788928
2728,6.89407986807011
2729,7.42501948190611
2730,6.734155603725908
2731,6.820537883474918
2732,6.690037277801552
2733,7.403711645392114
2734,7.298737226741786
2735,7.056573854146204
2736,7.57745947410063
2737,7.567404915371505
2738,6.93727425331825
2739,7.468499473677617
2740,7.35361484757969
2741,7.4824353787984155
2742,6.98770655992772
2743,7.535255017623877
2744,6.719111416642382
2745,7.277097433860701
2746,7.2404219779223435
2747,6.97841640521666
2748,7.02415669064298
2749,6.9880092309641
2750,7.120285921885126
2751,7.400307449872093
2752,7.098033586352418
2753,6.851518539719575
2754,7.408592005908106
2755,7.339626008369398
2756,6.597722722876638
2757,6.324330826235367
2758,6.504449044637259
2759,6.457366423103696
2760,7.02670545592868
2761,7.67896157495358
2762,7.433319164979227
2763,7.536909497516594
2764,7.138409362841901
2765,7.203300832926817
2766,6.513683604095339
2767,7.316742550528089
2768,7.341109587263282
2769,6.894421375088687
2770,7.241790189047763
2771,7.1267709631244225
2772,7.205334196700126
2773,7.286284718457879
2774,7.145519129167814
2775,7.258486822229078
2776,7.101516476694483
2777,7.0289433620344015
2778,7.079536845927976
2779,7.091826547021703
2780,7.069106868307767
2781,6.9474464524607145
2782,7.124146898871111
2783,6.930698585278771
2784,6.418990538257087
2785,6.193329665649437
2786,6.6720016061056775
2787,6.449212489547593
2788,6.460076765530148
2789,7.132610659124577
2790,6.69781714043885
2791,7.298358834131812
2792,7.290222249455644
2793,7.290878437992268
2794,7.052983156151625
2795,6.995860881713781
2796,7.3394111421799035
2797,7.335921697149898
2798,6.885687591400383
2799,7.485798077079194
2800,7.295620434335813
2801,7.294165999443333
2802,7.275094169682123
2803,6.905028236059782
2804,7.473160416168025
2805,7.519751718593995
2806,7.061423849560265
2807,7.231765007742903
2808,7.487909056963263
2809,7.141111213536405
2810,7.129560579888106
2811,6.862887483330041
2812,7.315441248133251
2813,7.398305815846231
2814,7.301328679605243
2815,6.553424818827399
2816,7.304984696753868
2817,7.241634474958822
2818,7.711665799933824
2819,7.446856665844902
2820,7.65615714544899
2821,7.334816190221646
2822,7.125852446045063
2823,6.823587148680523
2824,7.432387956940886
2825,7.270626359829772
2826,7.183375742528157
2827,7.2071989326319486
2828,6.963614004362988
2829,7.043136646224416
2830,6.959718825700348
2831,7.146015450203413
2832,6.939302214722849
2833,7.205594584655224
2834,6.843020598433309
2835,6.770188100171651
2836,7.141494075996836
2837,7.161338965644714
2838,7.405346788413587
2839,7.228939968730342
2840,6.926542885393532
2841,6.720617434621471
2842,7.3750399662325
2843,6.708080235681934
2844,7.548207636747046
2845,7.448477142513211
2846,6.69235253109779
2847,6.725003166421396
2848,7.311760142504578
2849,7.006725855228966
2850,7.155905367951518
2851,7.286262499491667
2852,7.248324597190129
2853,6.9352541334393525
2854,7.063539310604014
2855,7.029196372236076
2856,6.970565271802904
2857,7.466244754045727
2858,6.9875104507979975
2859,7.2526108562939156
2860,7.123678163731273
2861,7.131397882484343
2862,6.948280095747759
2863,7.494205958881423
2864,7.122682934413371
2865,7.180733708594545
2866,7.421316029629102
2867,7.305528322112818
2868,6.538979099885732
2869,7.584120818618417
2870,7.291852254690916
2871,7.182606519051215
2872,7.566339671924523
2873,7.411900827640494
2874,6.860141094594929
2875,7.331896653763856
2876,7.268482358372673
2877,6.57746092591139
2878,7.315167418739281
2879,7.416531856726244
2880,7.553177428254264
2881,7.593834710914401
2882,7.434828147799688
2883,7.411049166556504
2884,7.474010770156543
2885,6.882891623187194
2886,7.3638372950525035
2887,6.922146113675808
2888,7.336417928585174
2889,7.101435996903482
2890,7.100907195696614
2891,6.925282665816096
2892,6.586599264950355
2893,7.048349650505582
2894,7.128266308731632
2895,7.621037485238757
2896,7.321143432326799
2897,7.482699845881412
2898,7.251133289174646
2899,6.706171284612377
2900,6.524566940997544
2901,6.46107877769151
2902,6.7113642228737245
2903,7.7619541083814605
2904,7.552118913644393
2905,7.553523517786394
2906,7.542150214703213
2907,7.3973516514250015
2908,7.166090562890771
2909,7.517984686845478
2910,6.915844201526537
2911,7.091200007247277
2912,6.96333531246591
2913,7.4451737046460655
2914,7.257407047637991
2915,7.459047275147895
2916,7.18030435682409
2917,7.065911294592794
2918,7.461152810278951
2919,6.8372679307006825
2920,7.307652868731619
2921,7.30474567238299
2922,6.509306511205735
2923,7.186575047380799
2924,7.613012126579638
2925,7.532787747749374
2926,7.391505291851685
2927,7.25422417200421
2928,7.441616190870856
2929,7.450217125500241
2930,7.503497454271876
2931,7.513212634615176
2932,7.128969321222635
2933,7.028582882719102
2934,6.945835890328131
2935,7.259338094296486
2936,7.3149840658936265
2937,7.29542535343121
2938,6.703307450111203
2939,7.311654822699759
2940,7.184531486351964
2941,6.956364263635299
2942,6.751552769290251
2943,6.7910479504689985
2944,6.919619992972562
2945,7.450130470318094
2946,6.863006535602966
2947,7.048014627256306
2948,7.419471824657137
2949,7.579543522073292
2950,7.626912510402929
2951,7.593522754335985
2952,6.7931886059865345
2953,6.9298814714985735
2954,7.009577523870491
2955,6.899046363450741
2956,6.784121561596313
2957,6.015130536319949
2958,7.1360548103907275
2959,7.037778275485779
2960,7.159839862126109
2961,6.994054823522856
2962,6.558829691572416
2963,7.7722892695032
2964,7.678603190851208
2965,7.536143395556333
2966,7.447752080457524
2967,7.655361618293849
2968,7.453412146931131
2969,7.419901524561584
2970,7.519428898141967
2971,7.1410968365419585
2972,7.04348502628069
2973,7.096449045499669
2974,7.249967276729642
2975,7.108707257382622
2976,7.421254568336329
2977,7.379480794137511
2978,7.325828915499494
2979,7.211146308385792
2980,6.996498567278803
2981,7.182793361814846
2982,7.232359142383388
2983,7.165366704349793
2984,6.889039026209161
2985,7.384993882428135
2986,7.377188754666646
2987,7.3387396850904025
2988,7.272470217201637
2989,7.250127447773533
2990,6.598370732234285
2991,6.577459342843449
2992,6.989963352190098
2993,7.335471380733725
2994,7.312611467304869
2995,7.287333259727476
2996,7.174555255876144
2997,7.296431269129759
2998,7.074735162883761
2999,7.155207536425511
3000,7.0993610337990205
3001,6.48242709684142
3002,7.297519341759929
3003,6.498613085751464
3004,7.156298386868863
3005,7.242187818724765
3006,7.17634213881227
3007,6.537479468822814
3008,7.038131989368513
3009,7.266437672354225
3010,7.211655039718709
3011,7.131207416190975
3012,6.565567447356111
3013,6.936400240864665
3014,6.574089093153542
3015,7.540787815910309
3016,7.417286368201737
3017,7.497212889238486
3018,7.459726216625047
3019,7.575316812745537
3020,6.945416542113673
3021,6.477272825766093
3022,6.679458232876168
3023,6.57671795618164
3024,6.520654863396634
3025,6.594012841476175
3026,6.758154097975992
3027,6.529789657249049
3028,7.457369940106148
3029,7.116319777625145
3030,7.235809029565851
3031,7.275725691413599
3032,7.403569517791878
3033,7.496418456629956
3034,7.590447967830087
3035,7.4040850107118485
3036,7.511396065251428
3037,7.489612737002552
3038,7.560070190355515
3039,6.8878526913204245
3040,7.314608367662387
3041,6.255244181935807
3042,6.216607934086473
3043,6.95442664633261
3044,6.636455660829193
3045,7.046427200570953
3046,7.2150459274078855
3047,7.16061327627071
3048,7.110430259575442
3049,7.09137355567259
3050,7.07608304143994
3051,6.856297734590819
3052,7.27927743774981
3053,7.364776957520879
3054,6.571941898033865
3055,6.386767765252478
3056,6.364876391659692
3057,6.360162920302061
3058,6.366662296074656
3059,6.463169021063388
3060,6.631374202691415
3061,7.151168420274502
3062,7.22277763454859
3063,7.494286219587207
3064,7.224490467691346
3065,7.1242804263620805
3066,7.736821833208498
3067,7.789951935061468
3068,7.742730038314744
3069,7.592011996592239
3070,7.567392237977966
3071,7.749156760113781
3072,7.738842837364853
3073,7.839927767774393
3074,7.627799906119025
3075,7.553000105025537
3076,7.548658330449124
3077,6.947547862849525
3078,7.6637933820420905
3079,7.456091990829061
3080,7.584254725000952
3081,7.564730980496153
3082,7.744900071814196
3083,7.6898218700725405
3084,7.397730845923974
3085,7.7145762578334836
3086,7.770210997260833
3087,7.752638327836324
3088,7.706403204186727
3089,7.692815793114952
3090,7.601113435748673
3091,7.540049984905435
3092,7.685092634578952
3093,7.200279053578978
3094,7.201673876730001
3095,7.5091760579905715
3096,7.349727406746876
3097,7.585777593214047
3098,7.512915541294898
3099,7.489122338256345
3100,7.402282739373813
3101,7.41366988794802
3102,7.317551327616238
3103,7.52823590527069
3104,7.56538329166714
3105,7.5634486395516305
3106,7.513134893845118
3107,7.5989665552051795
3108,7.6354611972274276
3109,7.6991682747565005
3110,7.714336597281166
3111,7.848544447370157
3112,7.766529947861448
3113,7.582233877202596
3114,7.6266656568253905
3115,7.561704443687889
3116,7.7783777735969775
3117,7.7602247084884155
3118,7.748985328254839
3119,7.615986599715164
3120,7.5345629626494
3121,7.503981760144946
3122,7.6556426640374085
3123,7.734022742738557
3124,7.618655442318446
3125,7.571892113430443
3126,7.707222756929659
3127,7.217242491555225
3128,6.510072027698073
3129,7.323080869193615
3130,6.84296428959739
3131,6.491206820999409
3132,6.803148716394482
3133,6.798504238327031
3134,6.671859916500151
3135,6.850117747105993
3136,6.491383318303792
3137,6.581205029590947
3138,6.791866518005474
3139,6.702609255175959
3140,7.317364031058099
3141,7.218770480177841
3142,7.2799155255403285
3143,6.916914513608537
3144,6.588377775918376
3145,6.77223465887021
3146,6.77223465887021
3147,7.2051214663803504
3148,6.971998164283426
3149,7.005252772831375
3150,7.003208884380553
3151,7.083830153578719
3152,7.433995938389627
3153,7.4711720529078045
3154,7.351458052384404
3155,7.331901802349646
3156,7.045250245328144
3157,6.902371487813939
3158,6.908557276218787
3159,6.997823190332275
3160,6.971737507539393
3161,7.431969947251495
3162,7.344491463265397
3163,7.393048033648198
3164,7.1462857844817655
3165,7.351596616962366
3166,7.191759018410348
3167,7.078200401097585
3168,7.1586149760140065
3169,7.157150233114384
3170,7.005811445433899
3171,6.987985890315645
3172,7.029968967172761
3173,7.019921167923841
3174,7.087289569964055
3175,7.075556270640633
3176,6.621899369505117
3177,6.52158085190159
3178,6.852865909155268
3179,6.993248633327286
3180,7.183425522685251
3181,7.188557704122129
3182,7.201694527503748
3183,6.848592483789737
3184,7.377156076615143
3185,7.0184697994912835
3186,6.888311233351792
3187,6.689031653834457
3188,6.811935219634414
3189,7.958291722192816
3190,7.879512468177587
3191,7.3503707615027
3192,8.242247449907035
3193,7.4227158968240605
3194,8.114883018367335
3195,7.46305158699909
3196,7.378735860351184
3197,7.40886125516299
3198,7.616589861039699
3199,7.421767266326408
3200,7.659939383498846
3201,7.399353346431939
3202,7.407543186928831
3203,7.493030793609343
3204,7.502450418630081
3205,7.582255471347677
3206,7.365879987776142
3207,7.390820334072565
3208,7.366040961744884
3209,7.361687554133409
3210,7.1510579801411795
3211,7.339504260798529
3212,7.363209389667142
3213,7.363209389667142
3214,7.724295153242832
3215,7.118616649441666
3216,7.416188632210201
3217,7.297721773878036
3218,7.081612159786745
3219,7.334156973020092
3220,7.329346081859228
3221,7.143082443140783
3222,7.12416645327006
3223,7.478936379130015
3224,7.4456068080766
3225,7.503139463854137
3226,7.812204790270465
3227,7.329473526911317
3228,7.957575207211303
3229,7.368864144628169
3230,7.4048218545075155
3231,7.379831943689251
3232,7.390175249327168
3233,7.630363813640654
3234,7.384278853030531
3235,7.376117528714179
3236,7.73204676692641
3237,7.537083428615839
3238,7.412401489719362
3239,7.4189439356713835
3240,7.35536069524953
3241,7.1287293761165476
3242,7.2829141890806195
3243,7.3523941206647105
3244,7.80872413265895
3245,7.857306881770967
3246,8.072018850823445
3247,8.255453281518722
3248,7.472040399173693
3249,7.8273695569351345
3250,7.631170206779682
3251,7.413983609538849
3252,7.157561266887818
3253,7.565691021773563
3254,7.386137436184875
3255,7.821944796699664
3256,7.426816363425884
3257,8.110431628273242
3258,7.5698474225664745
3259,7.098394804949955
3260,7.397684461679869
3261,7.117677315090943
3262,7.377019454419035
3263,7.378385788792107
3264,7.366310830778642
3265,7.507951155146803
3266,7.315780870703842
3267,7.642449266107451
3268,7.639752000477715
3269,8.118176348611518
3270,8.277605543303524
3271,7.989632664347845
3272,8.419099035274066
3273,7.975758523770653
3274,7.38178864663103
3275,7.39137868311061
3276,7.478431690775097
3277,7.442375149976828
